,INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
2220,[50.000-75.000),F,Single,18-24,Grad Study,"Student, HS or College",,Not Married,Four,,Family,House,White,English
2221,[75.000-,M,Widowed,18-24,Graduated High Scool,Retired,10+ years,Not Married,Nine or more,Nine or more,Own,House,Other,Other
2222,-10.000),M,Together,65+,Grad Study,Professional/Managerial,,Not Married,Four,Two,Rent,Apartment,,English
2223,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Three,,Rent,Apartment,Asian,English
2224,-10.000),F,Single,18-24,Grad Study,"Student, HS or College",1-3 years,Not Married,One,,Rent,Apartment,White,English
2225,[40.000-50.000),M,Single,45-54,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,White,English
2226,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Military,4-6 years,Not Married,One,,Family,Other,White,English
2227,-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",1-3 years,Not Married,One,,Rent,House,White,English
2228,[15.000-20.000),M,Single,25-34,College graduate,"Student, HS or College",10+ years,Not Married,Four,,Family,House,White,English
2229,[25.000-30.000),M,Single,35-44,College graduate,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
2230,-10.000),M,Single,18-24,Grades 9 to 11,Military,-1 year,Not Married,Six,Two,Family,,White,
2231,[20.000-25.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
2232,[10.000-15.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
2233,-10.000),M,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Other,White,English
2234,[25.000-30.000),M,Single,25-34,Graduated High Scool,,,Not Married,,,Rent,House,White,English
2235,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Five,,Rent,House,White,English
2236,-10.000),F,Together,18-24,Graduated High Scool,Homemaker,10+ years,Not Married,Six,,Rent,Other,White,English
2237,-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,Three,,Rent,Other,White,English
2238,-10.000),M,Single,18-24,Grades 9 to 11,Homemaker,1-3 years,Not Married,Three,,Rent,Other,White,English
2239,[30.000-40.000),M,Single,18-24,Grades 9 to 11,Unemployed,10+ years,Not Married,Four,One,Family,House,White,English
2240,-10.000),M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Other,English
2241,[10.000-15.000),M,Single,18-24,Grades 9 to 11,Professional/Managerial,1-3 years,Not Married,Two,,Rent,,American Indian,English
2242,-10.000),M,Together,18-24,1 to 3 years of college,Sales Worker,1-3 years,No,Two,Two,,,White,English
2243,-10.000),M,Single,18-24,Graduated High Scool,Unemployed,-1 year,Not Married,Six,,Rent,Other,White,English
2244,-10.000),F,Widowed,35-44,College graduate,,10+ years,Not Married,Two,One,Rent,House,White,English
2245,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
2246,-10.000),F,Together,18-24,Grades 9 to 11,Sales Worker,1-3 years,Not Married,Six,,Rent,House,White,English
2247,[15.000-20.000),M,Together,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Yes,Two,Two,Rent,Other,White,English
2248,[10.000-15.000),M,Single,14-17,Grades 9 to 11,Homemaker,10+ years,Not Married,,,Family,House,Black,English
2249,-10.000),F,Together,35-44,1 to 3 years of college,Professional/Managerial,7-10 years,No,One,,Rent,House,Hispanic,English
2250,[20.000-25.000),M,Married,25-34,1 to 3 years of college,Homemaker,,No,,,Own,House,Black,Other
2251,[10.000-15.000),F,Together,25-34,1 to 3 years of college,Clerical/Service Worker,,Not Married,,,,,Black,
2252,[20.000-25.000),M,Single,35-44,College graduate,Professional/Managerial,7-10 years,Not Married,,,Rent,Apartment,Hispanic,English
2253,-10.000),M,Single,35-44,1 to 3 years of college,"Student, HS or College",,Not Married,One,,Rent,Apartment,White,English
2254,-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,One,,Rent,House,White,English
2255,[25.000-30.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Five,Two,Own,House,Asian,English
2256,[15.000-20.000),M,Divorced,35-44,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,,Other,White,English
2257,-10.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,,Not Married,One,,Rent,Other,White,English
2258,-10.000),M,Single,35-44,Grades 9 to 11,Unemployed,10+ years,Not Married,One,,Rent,Apartment,White,English
2259,[10.000-15.000),F,Together,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Two,,Rent,Apartment,White,English
2260,-10.000),F,Together,35-44,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
2261,[10.000-15.000),F,Divorced,35-44,Grad Study,Unemployed,10+ years,Not Married,Five,,Rent,Apartment,White,English
2262,-10.000),M,Single,25-34,Grades 9 to 11,Unemployed,10+ years,Not Married,One,,Rent,Apartment,White,English
2263,[15.000-20.000),F,Married,25-34,College graduate,,4-6 years,Yes,Three,One,Own,House,White,English
2264,[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,,Yes,Five,Three,Own,House,White,English
2265,[20.000-25.000),M,Single,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
2266,-10.000),M,Single,25-34,Graduated High Scool,"Student, HS or College",10+ years,Not Married,One,,Rent,Apartment,White,English
2267,[10.000-15.000),M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,,,Rent,House,Other,English
2268,-10.000),M,Married,35-44,1 to 3 years of college,Retired,7-10 years,No,Four,,,Other,White,English
2269,-10.000),M,Single,35-44,1 to 3 years of college,Unemployed,10+ years,Not Married,,,,,White,English
2270,[10.000-15.000),M,Divorced,35-44,Grad Study,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,Black,English
2271,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,Three,Family,House,Hispanic,English
2272,[75.000-,F,Married,55-64,College graduate,Professional/Managerial,10+ years,Yes,Two,,Rent,House,Hispanic,Spanish
2273,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,Hispanic,English
2274,[50.000-75.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Four,One,Family,House,Hispanic,Spanish
2275,[50.000-75.000),F,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Own,House,Hispanic,English
2276,[50.000-75.000),M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,Hispanic,English
2277,[20.000-25.000),F,Single,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
2278,-10.000),F,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Three,Two,Family,House,Hispanic,Spanish
2279,[20.000-25.000),M,Single,18-24,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Three,Three,Family,House,Hispanic,Spanish
2280,[25.000-30.000),M,Single,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Seven,Six,Family,House,Hispanic,Spanish
2281,[25.000-30.000),M,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,Hispanic,Spanish
2282,-10.000),F,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Three,One,Family,House,Hispanic,English
2283,-10.000),F,Single,18-24,Graduated High Scool,Unemployed,10+ years,Not Married,Six,Two,Family,,Hispanic,English
2284,[25.000-30.000),M,Single,25-34,Grad Study,Professional/Managerial,,Not Married,One,,Own,House,Hispanic,English
2285,-10.000),M,Single,25-34,1 to 3 years of college,"Student, HS or College",,Not Married,One,,Rent,House,Hispanic,English
2286,[40.000-50.000),M,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,Hispanic,English
2287,-10.000),F,Single,14-17,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Four,Two,Family,House,Hispanic,English
2288,[25.000-30.000),F,Divorced,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
2289,[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,,Yes,Two,,Own,Condominium,Black,English
2290,[40.000-50.000),F,Divorced,55-64,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,Black,English
2291,[30.000-40.000),F,Married,55-64,1 to 3 years of college,Clerical/Service Worker,10+ years,No,Four,One,Own,House,White,English
2292,[25.000-30.000),M,Married,65+,1 to 3 years of college,Retired,,No,Two,,Rent,Condominium,White,English
2293,[40.000-50.000),F,Married,55-64,1 to 3 years of college,Unemployed,10+ years,No,Two,,Own,House,White,English
2294,-10.000),F,Divorced,55-64,1 to 3 years of college,Unemployed,10+ years,Not Married,Two,,Rent,Apartment,Other,English
2295,[25.000-30.000),F,Widowed,65+,1 to 3 years of college,Retired,4-6 years,Not Married,One,,Own,Condominium,White,English
2296,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,Other
2297,[25.000-30.000),F,Single,14-17,Grades 9 to 11,Sales Worker,7-10 years,Not Married,Two,One,Rent,Apartment,White,English
2298,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Four,Three,Family,Apartment,Asian,Other
2299,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Nine or more,Seven,Family,Apartment,Asian,Other
2300,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,,English
2301,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
2302,[10.000-15.000),F,Single,14-17,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Four,Two,Family,House,White,English
2303,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,One,Family,House,White,English
2304,-10.000),M,Single,14-17,Grades 9 to 11,Sales Worker,7-10 years,Not Married,Four,Two,Own,House,White,English
2305,[40.000-50.000),F,Married,25-34,College graduate,Homemaker,10+ years,No,Five,Three,Own,House,White,English
2306,[50.000-75.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Four,One,Family,House,White,English
2307,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
2308,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Two,One,Family,House,White,English
2309,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,One,Family,House,White,English
2310,[10.000-15.000),M,Married,65+,Graduated High Scool,Retired,,No,Two,,Own,Mobile Home,Black,English
2311,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
2312,[50.000-75.000),F,Married,65+,1 to 3 years of college,Clerical/Service Worker,10+ years,No,Two,,Own,House,White,English
2313,[50.000-75.000),M,Married,55-64,Grad Study,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
2314,[75.000-,M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,,White,English
2315,[75.000-,F,Married,55-64,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
2316,[50.000-75.000),M,Married,65+,Grad Study,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
2317,[75.000-,M,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
2318,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
2319,[50.000-75.000),F,Married,55-64,Grad Study,Retired,10+ years,Yes,Two,,Own,House,White,English
2320,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
2321,[75.000-,M,Single,14-17,Grades 9 to 11,Sales Worker,4-6 years,Not Married,Four,One,Family,House,Asian,Other
2322,[50.000-75.000),F,Single,14-17,Grades 9 to 11,Unemployed,7-10 years,Not Married,Four,Two,Family,House,White,English
2323,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
2324,[50.000-75.000),F,Single,14-17,Grades 9 to 11,Sales Worker,,Not Married,Four,Two,Family,House,White,English
2325,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
2326,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,One,Family,House,White,English
2327,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
2328,[75.000-,F,Single,14-17,Grades 9 to 11,Unemployed,,Not Married,Five,Three,Family,Condominium,White,English
2329,[75.000-,F,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Four,One,Family,House,White,Other
2330,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Three,One,Family,House,Asian,English
2331,[75.000-,F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,,,Own,House,White,English
2332,[75.000-,F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
2333,[50.000-75.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
2334,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,Black,English
2335,[50.000-75.000),M,Single,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
2336,[75.000-,M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Six,Two,Own,House,Pacific Islander,Other
2337,[75.000-,F,Married,45-54,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
2338,[40.000-50.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Rent,Other,White,English
2339,[75.000-,F,Divorced,35-44,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Condominium,White,
2340,[50.000-75.000),F,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
2341,[75.000-,M,Married,25-34,Grad Study,"Student, HS or College",4-6 years,Yes,Two,,Own,House,White,English
2342,[50.000-75.000),M,Single,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
2343,[50.000-75.000),F,Single,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Three,,Own,House,Asian,English
2344,[75.000-,M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
2345,[75.000-,M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
2346,[75.000-,F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
2347,[75.000-,F,Married,35-44,Grad Study,Homemaker,10+ years,No,Four,Two,Own,House,White,English
2348,[75.000-,F,Married,45-54,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,,White,English
2349,[50.000-75.000),F,Married,45-54,1 to 3 years of college,Homemaker,10+ years,No,Five,Two,Own,House,White,English
2350,[50.000-75.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,,Family,House,Asian,English
2351,[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
2352,[75.000-,F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
2353,[50.000-75.000),F,Married,35-44,Graduated High Scool,Homemaker,1-3 years,No,Two,,Rent,Apartment,White,Other
2354,[75.000-,F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,No,Four,Two,Own,House,White,English
2355,[50.000-75.000),F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Three,One,Rent,Apartment,White,English
2356,[75.000-,F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
2357,[40.000-50.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,One,Family,Other,White,English
2358,[30.000-40.000),F,Married,25-34,Grad Study,Professional/Managerial,7-10 years,Yes,Two,,Rent,Condominium,Other,English
2359,[25.000-30.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Rent,,White,English
2360,[40.000-50.000),F,Married,25-34,Grades 9 to 11,Homemaker,7-10 years,No,Four,Two,Rent,House,White,English
2361,[40.000-50.000),F,Married,18-24,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Two,,Rent,Apartment,White,English
2362,[30.000-40.000),F,Married,25-34,Graduated High Scool,"Student, HS or College",4-6 years,No,Two,,Rent,Apartment,Other,Other
